ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
466681,2,0,19,0,1,2,0,4,6,4
466605,1,0,32,0,1,0,0,4,3,2
461332,2,0,30,0,1,1,0,4,2,3
461610,2,0,36,1,7,0,0,1,6,2
467707,2,1,82,1,3,5,2,2,6,1
460558,1,1,37,1,2,,0,1,3,3
465158,2,0,45,1,5,1,0,1,6,1
460353,2,0,31,1,,6,0,1,4,4
459903,2,1,27,1,4,9,0,4,6,3
464021,1,0,18,0,1,1,0,5,6,4
463325,2,1,22,0,7,1,0,4,6,1
459660,1,0,22,0,1,2,0,6,6,4
466423,1,0,42,0,8,8,0,1,3,4
465585,2,1,69,0,7,1,0,1,6,1
462671,1,1,43,1,8,8,2,2,6,1
459603,1,1,89,0,3,3,2,2,6,1
463614,1,0,26,0,1,1,0,4,3,3
465152,2,0,43,1,5,1,0,3,6,2
460525,2,1,30,1,4,1,1,2,3,3
466108,1,1,60,1,6,0,0,2,6,2
465400,1,1,38,1,7,7,2,4,3,3
465405,1,,29,1,8,0,2,4,2,2
465681,2,1,45,1,4,0,1,2,4,1
466251,2,0,20,0,1,3,0,4,4,4
460417,1,1,51,1,9,9,0,1,6,1
460569,2,1,36,1,4,1,1,4,3,3
461162,1,0,41,0,9,9,0,3,3,2
459241,2,1,46,0,4,,0,5,6,4
463628,1,0,30,1,5,9,0,1,6,1
467817,1,0,23,0,8,0,0,5,5,2
460406,2,1,39,1,1,4,0,2,6,2
464122,2,1,63,1,5,0,1,4,6,2
459658,2,1,60,1,5,1,1,3,6,3
462757,2,0,20,0,1,1,0,3,6,4
459529,1,1,89,0,3,1,2,2,6,1
464916,1,,31,,7,9,2,2,4,1
465920,2,0,43,1,6,1,0,4,6,1
463262,1,1,70,0,3,3,2,2,6,1
465631,2,0,35,1,5,9,0,1,6,1
467164,2,1,42,1,5,0,2,2,6,2
467859,2,1,39,1,7,6,1,2,3,3
461703,1,1,29,1,1,0,0,2,6,1
460667,1,0,38,0,8,8,0,,6,1
466097,1,1,74,0,3,1,0,1,6,1
464390,2,1,41,1,5,1,0,2,6,3
465423,2,1,51,1,4,0,1,4,7,3
461337,2,1,50,1,6,1,2,3,6,3
463888,2,0,23,0,9,0,0,3,6,4
460390,2,0,36,1,5,9,0,3,6,1
465286,2,0,36,1,5,8,0,1,6,2
460294,1,1,50,1,7,1,0,2,6,4
460509,2,0,23,0,1,,0,4,3,4
461248,1,0,37,0,1,1,0,1,6,4
464336,2,1,65,1,6,0,2,4,6,3
467595,1,0,26,1,1,0,0,1,6,4
466406,2,1,55,1,4,1,0,3,6,1
465092,2,1,65,1,6,0,2,2,6,3
459492,1,1,72,1,3,1,2,2,6,1
461426,2,1,51,1,5,7,1,2,6,3
467022,2,0,25,1,5,1,0,5,6,4
467330,2,1,38,0,6,0,2,3,6,3
459691,2,1,55,0,5,,1,2,6,1
466161,2,1,46,0,5,0,1,,6,3
461320,1,0,39,1,5,0,0,3,6,2
466283,1,1,62,1,5,0,2,2,6,2
463705,1,1,37,1,5,4,1,2,2,3
465821,1,0,28,0,2,3,0,7,4,1
467457,1,0,32,1,9,1,0,6,6,2
466543,2,0,31,1,7,14,0,2,7,1
463772,1,0,31,0,1,1,0,3,6,4
465881,2,0,43,1,5,8,0,,6,1
459757,2,1,67,1,5,1,1,2,6,2
464452,1,0,72,1,3,0,0,1,6,3
463839,1,1,57,0,2,0,0,3,6,2
462777,2,,58,0,6,,2,3,6,1
464368,2,1,36,1,4,4,1,2,6,2
466923,1,0,21,0,8,9,0,1,6,4
459878,2,1,47,0,4,1,1,5,6,3
467279,1,0,25,1,4,8,0,3,6,4
465604,1,1,41,0,2,9,1,2,3,2
460787,2,0,29,1,1,0,0,4,6,1
466240,2,0,21,0,1,0,0,3,4,4
466621,2,1,66,1,3,0,0,1,6,3
464619,2,1,27,1,4,10,0,2,6,2
462722,1,0,27,0,8,,0,4,6,3
467404,2,1,52,1,5,4,0,1,6,3
461314,2,1,46,1,5,1,1,3,6,3
463340,1,0,23,0,1,0,0,4,3,4
467870,2,0,27,1,4,0,0,5,6,2
462200,1,1,52,1,7,1,0,3,4,2
465591,2,1,65,0,5,0,1,2,4,1
461002,2,0,42,0,4,,0,3,3,4
460812,2,1,59,0,4,1,0,2,6,1
467105,1,1,45,1,3,0,0,1,6,2
460630,2,1,18,0,6,,1,,3,4
462037,1,1,61,0,2,1,2,3,4,2
461726,1,1,53,1,5,1,1,4,3,3
463577,1,1,37,1,7,1,1,2,6,3
463038,2,1,63,1,6,0,2,5,6,4
464753,1,0,33,0,9,,0,5,4,4
464928,1,1,50,1,5,1,0,3,4,3
467312,1,1,62,1,5,1,0,2,6,3
464887,2,1,49,1,5,1,1,8,4,3
460555,2,1,46,1,8,6,1,3,3,3
466661,2,0,27,,7,0,0,,2,1
461329,2,1,53,1,6,1,2,4,6,3
459648,1,1,42,1,5,2,2,2,6,3
460835,1,1,28,1,5,0,0,1,5,1
463827,1,1,49,1,2,1,1,4,6,2
460868,2,1,35,1,5,1,1,2,6,2
462566,1,1,27,0,7,0,0,,3,3
467485,2,1,58,1,3,0,2,2,6,2
467351,2,1,41,0,5,8,1,2,6,3
465864,2,1,32,1,4,9,1,2,6,4
467232,2,0,33,0,4,0,0,2,6,1
466855,2,1,69,0,4,0,0,5,3,1
467238,1,0,31,0,7,6,0,4,6,4
467537,1,1,68,0,3,,2,3,6,4
463654,1,0,39,0,2,4,0,3,3,4
459047,1,0,21,0,1,1,0,5,4,4
462994,1,1,39,0,5,,1,3,6,2
464363,1,1,41,1,5,9,0,1,6,3
462565,2,1,49,1,5,1,1,4,6,3
463226,1,1,38,1,6,0,1,2,6,1
461232,1,1,36,1,6,,2,,3,1
467671,1,1,52,1,5,9,0,4,6,3
460374,1,0,46,1,5,6,0,2,6,3
463077,2,0,28,0,7,4,0,3,6,3
462719,1,1,55,1,5,0,2,5,6,2
459729,1,0,41,1,1,1,0,1,6,4
459084,2,1,47,0,6,0,2,2,7,2
467924,2,1,52,1,5,0,0,3,4,1
465439,1,1,45,1,5,4,2,4,6,3
462899,2,0,32,0,1,,0,3,6,4
466712,2,1,78,1,3,1,0,1,6,2
467433,2,0,45,,5,0,0,1,6,3
462642,2,1,39,0,6,,1,7,4,4
460983,2,1,38,0,7,0,2,4,6,4
464008,1,1,50,1,5,1,1,4,6,3
461702,1,1,53,1,2,8,2,4,6,1
464312,2,0,43,1,5,1,0,1,3,1
462818,2,1,59,1,5,1,1,3,6,3
466045,1,0,38,0,4,8,0,2,6,2
461889,2,1,42,1,5,2,1,2,6,3
467945,2,1,65,1,5,0,1,2,6,3
464322,2,1,79,1,3,0,0,2,6,1
465637,1,0,41,1,5,1,0,1,4,4
462058,2,1,42,1,4,9,0,2,6,1
459368,2,1,28,0,6,,0,7,4,1
462500,2,1,49,1,7,1,1,2,6,3
466948,2,1,58,1,5,1,0,2,7,2
461606,2,1,69,1,3,0,2,3,6,1
466184,1,0,35,1,5,3,0,1,6,3
466014,1,1,47,0,2,0,2,2,4,1
462890,1,0,25,1,9,12,0,1,6,4
464909,1,1,38,1,8,0,0,2,4,1
459554,1,0,25,0,2,8,0,3,6,4
462429,2,1,76,0,3,0,0,1,6,1
463605,1,0,23,0,1,0,0,5,5,4
459531,2,0,38,1,9,3,0,,6,4
464608,1,1,49,1,5,0,1,3,6,3
459960,1,1,56,1,,1,0,1,6,2
459597,1,1,71,1,5,1,2,2,6,3
464497,1,0,39,0,2,0,0,3,3,1
467150,1,0,41,1,5,8,0,3,6,1
464832,2,1,66,0,3,1,0,,4,4
466829,1,1,27,0,8,10,0,1,6,4
459508,1,0,23,0,1,,0,3,6,4
463506,1,1,35,1,5,2,1,2,6,3
466475,1,1,33,0,5,,0,2,1,2
462546,1,0,21,0,6,8,0,,7,4
467448,1,1,49,0,2,0,0,1,6,1
462852,2,1,42,0,2,9,0,3,6,4
462072,2,0,39,1,5,0,0,1,6,1
463211,2,1,68,1,3,8,0,1,5,1
464059,2,1,57,1,5,1,0,1,6,1
463746,2,0,38,1,5,0,0,1,6,1
465671,1,1,35,0,2,2,1,5,4,4
461729,1,1,41,1,9,0,0,3,6,4
464849,2,1,40,1,5,0,1,4,4,3
461100,1,0,32,1,1,,0,3,3,3
466434,2,1,53,1,5,0,1,4,6,2
467305,1,1,38,1,8,8,1,3,6,2
466270,1,1,68,0,9,0,0,2,6,4
463479,2,0,30,0,6,1,0,2,6,4
467471,2,1,52,0,4,4,1,5,6,3
459159,2,1,80,1,3,1,0,1,6,1
465980,1,0,31,1,1,1,0,7,6,1
467713,1,1,38,0,6,,1,4,4,1
467528,2,1,87,0,6,0,2,2,6,3
461278,2,0,23,0,1,1,0,4,6,4
466964,2,0,45,1,5,5,0,1,4,3
460607,2,1,36,1,5,9,1,4,7,1
462825,2,1,41,0,6,1,2,2,4,2
459899,1,1,48,1,5,0,0,4,6,3
460936,2,1,70,1,6,1,2,5,3,2
458991,1,1,84,1,3,3,2,2,6,1
460028,2,1,39,1,1,11,1,2,2,4
464281,1,0,39,1,5,0,0,1,6,1
463443,2,1,50,1,5,1,1,4,6,3
460949,2,1,40,1,7,1,0,5,6,1
466602,2,1,39,1,5,,1,2,4,3
459044,2,1,38,1,5,4,1,3,6,3
460786,2,1,71,0,3,1,2,2,6,2
465968,1,0,35,1,5,10,0,1,6,1
460039,2,1,27,1,1,5,0,5,6,4
462892,2,1,33,0,1,8,1,3,6,3
462652,2,1,37,0,5,,1,3,4,2
465050,2,1,74,1,3,1,2,2,6,2
461793,2,0,20,0,9,0,0,2,6,4
460781,1,1,30,0,4,1,2,4,5,4
463649,2,0,22,0,7,0,0,4,6,2
466969,1,0,43,1,8,9,0,1,6,1
462030,2,0,36,1,5,11,0,2,6,3
463735,2,0,29,1,1,4,0,2,6,3
464134,1,0,43,1,4,0,0,6,6,1
460195,2,0,38,1,4,7,0,1,6,4
464089,1,1,40,1,5,5,2,5,,2
466643,1,1,68,1,3,9,2,4,6,3
461313,2,1,57,1,5,1,1,,6,3
460418,1,0,35,1,4,9,0,2,6,1
461303,1,0,23,0,7,7,0,4,2,3
467049,2,0,50,1,5,1,0,1,6,2
459674,1,0,32,1,7,0,0,5,6,4
466910,2,1,59,1,4,9,0,1,6,1
466459,1,0,30,1,1,3,0,5,6,2
463085,1,0,35,1,5,0,0,1,6,1
461533,2,0,48,1,1,1,0,2,6,4
461187,2,0,29,0,1,9,0,4,3,4
461432,1,1,40,1,5,1,1,2,6,3
463978,2,1,38,1,5,1,1,3,2,3
459383,2,1,36,0,2,0,0,1,6,4
464020,2,0,20,0,1,0,0,4,6,4
467394,2,0,29,0,1,6,0,3,6,3
464539,2,1,42,0,6,3,2,3,4,1
461529,1,1,35,1,4,1,0,1,6,4
464943,1,1,37,0,2,1,1,6,4,2
466147,1,1,52,0,5,0,1,4,6,3
466263,2,0,53,1,5,0,0,2,4,3
461812,2,1,30,0,5,9,2,6,2,1
466848,1,1,65,1,5,1,0,2,6,2
467933,1,0,23,0,1,1,0,3,6,4
463957,1,0,32,0,4,0,0,3,4,3
462175,1,0,36,1,8,9,0,1,2,1
465818,2,0,27,0,4,1,0,3,4,2
467190,2,1,36,1,6,0,0,2,3,2
467848,2,0,37,1,5,12,0,1,6,2
462249,2,0,29,0,4,0,0,3,6,4
459311,2,0,29,1,6,0,0,5,6,3
462610,2,0,27,1,7,1,0,6,4,4
467309,1,0,35,1,2,2,0,1,7,2
467365,2,0,40,1,5,1,0,1,6,1
461913,2,0,37,1,4,6,0,4,2,1
462617,2,0,19,0,1,0,0,5,4,4
465485,2,0,29,1,1,0,0,4,6,4
461316,1,1,53,1,5,0,1,2,3,3
460501,2,0,25,1,1,0,0,,3,4
460556,1,1,38,1,,1,0,1,3,3
463036,2,1,48,1,5,,0,6,6,2
461079,1,0,26,0,2,4,0,1,7,1
465120,1,0,30,1,1,0,0,4,6,4
464671,2,0,30,0,4,1,0,2,4,4
465367,2,1,69,0,6,1,2,3,6,2
467088,2,1,57,1,5,0,0,1,3,1
463887,1,1,56,1,5,4,1,2,6,3
460250,2,0,27,1,1,8,0,4,6,4
465316,2,0,21,0,1,0,0,6,4,4
464713,1,1,71,1,5,0,2,4,1,2
465764,1,0,39,1,4,8,0,4,4,4
467080,1,1,87,1,3,1,2,2,6,1
460683,2,1,59,0,4,6,1,3,3,2
460042,2,0,32,1,9,8,0,1,6,4
463025,2,1,40,0,6,7,0,4,6,1
459731,1,1,58,1,5,0,2,3,,2
460955,2,0,19,0,1,,0,5,4,4
462179,1,0,31,1,9,0,0,9,7,4
463147,2,0,31,0,1,,0,4,6,2
462639,1,1,43,0,2,,1,2,4,4
465722,2,1,47,0,,1,0,5,3,1
464799,2,0,35,0,9,0,0,4,4,4
461934,1,1,46,1,5,8,1,2,6,3
459146,2,1,69,1,5,1,0,2,6,1
461448,2,1,69,1,7,0,2,3,6,3
466419,1,1,45,1,4,3,1,5,3,2
465443,2,1,38,1,5,0,0,4,6,1
459105,2,1,39,1,6,5,2,3,6,3
459941,2,1,65,1,5,4,0,,6,2
463232,1,0,23,0,1,2,0,5,6,4
464737,1,1,58,0,2,0,1,6,4,1
467922,2,1,84,1,4,0,2,2,6,4
465329,2,1,35,1,5,5,1,2,6,3
466512,1,0,22,0,1,1,0,2,6,4
465408,2,0,30,0,6,,0,4,6,4
466339,2,0,23,0,1,0,0,2,4,4
462870,1,0,41,1,5,3,0,3,6,4
464335,2,1,50,1,6,4,2,3,6,3
461353,2,1,50,1,6,0,2,4,6,1
463920,1,0,28,1,8,8,0,1,6,4
463712,1,1,37,1,7,1,1,2,6,3
467465,2,0,19,0,1,,0,6,6,4
463637,1,0,30,1,1,,0,5,2,1
466917,2,1,43,0,6,3,0,,6,2
464663,2,1,73,0,6,1,2,2,4,4
460919,1,0,19,0,1,0,0,,6,4
465000,2,1,50,1,6,1,2,3,6,3
461226,2,1,51,1,,1,0,2,6,4
467500,1,1,32,1,5,4,2,2,6,3
461536,1,0,39,1,7,2,0,1,6,2
464296,2,0,43,1,7,1,0,4,6,1
463142,1,0,33,1,5,5,0,2,4,2
461004,2,1,61,1,5,1,1,3,3,3
462323,1,1,70,1,7,0,1,2,6,3
467899,2,1,66,1,5,1,1,2,6,2
461941,1,1,72,1,5,0,0,1,6,3
461383,2,1,71,1,5,0,2,2,6,2
466616,2,0,18,0,1,8,0,9,6,4
464658,2,1,33,0,5,1,1,2,4,2
460699,2,0,28,1,5,9,0,1,6,1
460180,1,1,27,1,9,11,1,2,6,1
462683,1,1,38,0,2,1,0,5,1,2
464988,2,1,63,1,5,0,1,7,6,3
466593,2,1,70,1,3,0,2,3,6,1
464542,1,0,26,1,1,10,0,1,6,4
465678,2,1,36,0,4,1,0,2,4,1
467862,1,1,47,1,5,0,0,3,6,3
459394,2,0,28,0,4,9,0,2,6,1
460091,1,0,26,1,4,1,0,5,6,3
461023,2,1,65,0,3,,2,2,3,2
461260,2,0,20,0,9,1,0,3,4,4
463632,2,1,30,1,5,0,1,2,6,3
460047,2,0,41,1,4,8,0,2,6,1
460378,1,0,40,1,7,1,0,1,6,1
464758,1,1,47,0,2,1,1,4,4,2
460931,2,1,40,1,4,2,1,5,6,1
463240,1,1,53,0,2,0,1,3,6,1
461126,1,0,28,1,8,,0,2,4,2
459698,2,1,60,1,5,1,0,2,6,1
461598,1,0,27,1,5,8,0,1,6,1
465979,2,1,43,1,5,2,0,2,6,2
463974,1,0,33,1,8,7,0,3,2,3
466231,2,1,56,1,4,0,1,2,6,3
459833,2,1,70,1,6,1,2,2,6,3
462886,2,1,70,0,7,1,2,2,6,4
467628,2,1,73,0,6,,2,3,6,3
467488,1,1,38,1,4,,1,2,2,1
465998,1,0,40,1,2,6,0,3,6,4
459338,2,1,88,0,6,,0,,6,4
466942,1,0,29,1,1,1,0,4,6,4
467195,2,1,27,1,6,,2,2,6,1
466310,1,1,40,1,2,0,1,2,6,2
467617,2,1,82,1,3,1,0,1,6,1
459975,1,0,38,1,5,7,0,1,6,2
464386,2,1,39,1,7,0,1,3,6,2
462005,2,1,39,1,5,0,1,2,2,3
465859,2,0,47,1,5,0,0,1,6,1
464394,2,1,75,1,3,0,2,2,6,1
466120,1,1,37,0,9,0,0,4,6,4
460964,2,1,84,0,3,1,2,2,6,1
461975,1,0,42,1,4,6,0,2,6,1
462172,2,1,39,1,7,0,1,2,1,4
464563,2,1,42,1,5,0,1,2,6,2
464945,1,1,40,1,5,1,1,2,4,1
463688,1,0,52,1,7,1,0,1,4,2
461750,2,0,52,0,5,5,0,1,6,2
464400,2,0,31,1,4,0,0,4,6,4
463052,2,1,37,1,9,1,0,2,6,4
461372,2,0,27,1,5,3,0,1,2,1
463367,1,0,35,1,2,4,0,4,2,3
467926,2,1,79,1,5,0,2,2,6,3
461483,1,0,28,1,7,1,0,4,6,3
467355,2,0,31,0,1,0,0,4,6,4
466416,2,1,88,0,6,0,2,3,6,4
460330,1,0,51,1,4,4,0,1,6,1
459650,2,1,38,1,4,,0,2,6,4
466789,1,1,53,1,5,0,1,2,3,2
466679,1,0,43,1,5,8,0,2,6,2
459362,2,1,55,0,6,0,0,2,6,1
466128,2,0,35,1,5,4,0,2,6,1
462474,1,1,25,0,2,1,1,2,4,1
459782,2,1,58,1,5,6,1,4,6,3
463113,1,0,32,1,7,1,0,6,6,4
466683,1,1,49,0,5,1,1,4,3,3
462103,1,1,53,0,4,9,2,2,6,1
459227,1,1,31,0,2,9,0,4,6,1
467761,2,0,39,1,5,1,0,2,6,2
459163,2,0,42,1,4,1,0,1,6,1
462455,2,0,20,0,1,1,0,5,2,4
460178,2,1,50,1,4,1,0,2,6,1
462803,2,0,26,0,7,0,0,6,2,2
460427,2,1,46,1,5,1,1,3,6,3
466343,2,0,30,1,7,0,0,2,3,1
461583,1,1,60,1,7,6,1,2,6,3
466461,2,1,84,0,3,0,0,1,6,4
462689,1,0,37,1,8,,0,1,6,4
462740,2,1,63,1,5,6,0,1,6,2
461355,1,0,38,1,1,0,0,2,6,4
465009,2,1,51,1,4,0,1,4,6,3
467658,2,0,20,0,1,0,0,4,3,4
462837,1,0,25,0,1,14,0,3,6,4
463907,1,0,33,1,7,0,0,5,6,4
462728,1,0,31,0,2,0,0,1,6,4
461175,2,1,57,1,1,1,0,3,6,2
464872,2,1,42,1,5,1,0,4,4,2
460830,2,1,40,0,4,2,1,5,2,2
459741,2,1,66,0,3,0,2,3,6,2
461154,2,0,21,0,8,0,0,4,3,1
464990,2,1,73,0,6,1,2,2,6,2
467886,1,1,46,1,5,0,0,2,6,3
459201,1,1,66,1,5,0,1,2,6,3
463357,2,1,27,1,7,0,1,2,5,4
460539,1,1,35,1,8,,0,,3,4
462380,1,1,53,0,5,1,2,4,6,1
459884,2,1,80,0,3,8,0,1,6,4
461651,1,1,63,1,5,1,1,3,6,3
465336,1,0,41,1,7,9,0,1,4,1
461338,2,1,43,1,5,1,1,4,6,3
461050,2,1,47,1,,1,2,3,6,2
460485,1,0,18,0,9,9,0,5,3,2
467901,1,0,33,1,4,1,0,4,6,2
463713,2,0,30,0,2,9,0,3,4,4
464278,2,1,85,1,6,1,2,2,6,4
461192,1,1,46,1,5,,2,,6,3
462285,2,1,48,1,7,,0,2,,1
463044,2,1,80,1,3,,2,2,6,2
463086,2,0,33,1,5,8,0,,5,1
459595,1,1,36,1,5,4,2,7,6,3
461419,2,1,27,0,4,3,1,2,6,2
465767,2,0,28,0,1,0,0,5,4,2
460598,1,1,35,1,7,0,1,3,3,1
460714,2,0,26,1,4,1,0,3,6,4
466482,1,1,39,1,8,,1,3,3,1
461584,1,1,56,1,5,1,2,4,2,2
462066,1,0,26,1,5,13,0,2,6,2
463369,2,1,31,1,4,4,0,2,6,2
466586,2,0,21,0,1,0,0,2,6,4
464649,2,1,39,0,4,1,1,4,4,1
463209,1,0,51,1,5,0,0,1,6,3
466298,2,1,45,0,7,0,0,4,4,1
466929,1,0,33,1,8,11,0,,6,4
466702,2,1,62,,3,0,0,1,6,3
459238,1,1,80,1,3,,2,2,6,1
463904,2,1,77,1,6,1,0,1,6,4
463996,1,0,29,0,1,,0,5,4,4
462208,1,1,33,0,2,7,1,5,4,2
461755,2,0,29,0,5,1,0,3,2,1
466736,1,0,20,0,1,1,0,,6,4
466872,2,1,43,1,5,1,0,2,3,2
467104,1,0,18,0,1,1,0,3,6,4
463476,2,1,53,1,5,3,1,3,6,2
463953,2,1,28,1,4,3,1,3,7,2
462202,1,0,43,1,4,1,0,4,4,1
467830,2,0,31,1,4,1,0,3,6,4
463752,1,0,28,1,1,,0,2,3,4
461770,2,1,65,1,5,1,0,2,6,1
466525,2,1,33,1,5,0,1,2,6,2
462349,2,1,49,1,5,0,1,6,6,3
463964,2,0,33,0,1,1,0,4,6,3
459353,2,1,53,1,5,6,1,2,6,3
459709,1,1,47,1,5,7,1,4,6,3
461858,2,0,31,0,4,1,0,7,4,4
460450,2,1,52,1,6,1,2,4,4,2
466520,2,,61,,2,2,1,2,3,2
467646,2,0,31,0,1,,0,7,6,4
460780,1,0,30,1,1,1,0,2,3,1
463514,2,1,63,1,4,,1,2,6,3
465105,2,1,69,0,6,9,1,2,6,2
460445,2,0,29,1,2,0,0,4,3,4
462961,1,1,56,0,2,1,1,5,6,2
463932,1,1,72,1,5,1,1,3,6,2
459145,2,1,88,0,3,,0,1,2,1
465651,2,0,30,0,2,1,0,4,6,4
463721,1,0,31,1,1,1,0,4,2,2
467369,2,0,41,1,5,2,0,3,6,1
461361,1,0,31,1,1,9,0,7,5,4
465608,2,0,20,0,1,,0,5,3,4
464793,1,1,26,0,9,7,2,3,4,1
463736,2,1,48,0,4,,1,5,6,3
462799,2,0,26,0,1,,0,,5,4
459006,2,0,20,0,1,1,0,4,6,4
460204,2,1,41,1,5,4,0,4,6,1
465257,2,0,20,,1,4,0,5,2,4
466762,2,1,63,1,8,1,0,3,6,2
464318,2,1,88,1,6,1,0,1,6,4
459634,1,0,39,1,2,,0,3,6,2
465416,2,1,55,0,2,1,2,4,6,1
467275,2,0,32,1,1,,0,,6,4
462117,2,0,32,1,4,1,0,2,6,4
460710,1,1,38,1,5,0,1,3,6,1
460098,1,1,62,1,2,1,0,1,3,2
465787,2,0,18,0,1,1,0,5,4,4
463365,2,1,67,0,6,1,2,2,6,4
464042,1,1,42,1,5,9,0,2,6,2
467627,1,0,45,1,2,0,0,1,6,1
464720,2,1,46,0,7,0,1,3,4,4
461123,2,0,20,0,1,2,0,4,4,4
465413,1,1,41,1,2,0,2,3,6,1
465126,1,1,35,0,2,7,1,4,4,1
465950,1,1,52,1,5,6,0,2,6,1
466734,1,1,63,1,5,1,1,4,6,2
466222,2,1,51,0,6,5,0,3,2,3
466142,1,1,29,1,4,0,1,2,6,1
467888,2,0,27,0,7,0,0,4,6,2
461992,1,0,37,1,7,1,0,1,4,1
460522,1,1,29,0,8,,1,2,4,3
459973,1,0,50,1,5,0,0,2,6,1
460695,2,1,74,1,3,1,0,1,6,1
464260,1,1,72,1,5,3,1,3,6,3
464140,1,1,83,1,3,1,2,2,6,2
465606,2,1,37,1,2,1,1,3,3,1
459050,1,0,19,0,1,0,0,3,6,4
462330,1,0,30,0,5,1,0,1,6,2
459940,1,0,46,1,2,1,0,2,1,2
466352,1,1,65,1,7,1,0,2,6,2
463558,1,1,88,1,3,1,1,2,6,3
460049,2,1,43,1,4,0,1,2,5,1
464148,2,1,50,1,6,9,2,3,2,3
465503,2,0,35,1,5,8,0,2,6,4
465082,2,1,67,1,3,0,0,1,3,1
459832,2,1,66,1,6,0,0,1,6,2
464609,1,0,39,1,5,3,0,2,6,3
466703,1,1,46,1,8,0,1,,6,3
466864,1,0,32,0,8,8,0,1,6,4
461458,1,0,40,1,5,6,0,1,6,2
459218,2,1,88,1,3,0,2,3,6,3
462860,2,0,30,1,1,8,0,5,6,4
462033,2,0,32,1,4,1,0,1,6,1
467695,2,1,43,0,9,1,0,2,7,4
463090,1,1,55,0,2,3,1,2,6,2
459219,1,1,47,1,5,0,1,3,6,3
460148,1,1,73,0,2,1,0,,,1
461603,2,0,39,1,5,,0,1,6,3
466359,2,0,22,0,1,0,0,4,6,4
464655,2,1,39,1,,0,1,5,4,1
466088,1,0,31,0,1,0,0,7,6,2
461205,2,0,27,1,1,,0,3,2,4
462822,2,0,19,0,1,0,0,4,6,4
459076,2,1,69,0,7,0,1,2,6,3
463410,2,1,37,0,7,,1,2,6,2
463879,2,1,45,1,6,0,2,2,6,3
462827,1,0,22,0,7,1,0,3,3,1
461500,1,0,26,1,7,0,0,3,6,2
461553,2,0,39,1,5,1,0,3,7,1
467912,2,1,61,1,4,1,0,2,5,1
465029,1,1,74,0,3,1,2,2,6,3
460062,2,0,29,1,5,4,0,1,3,4
462863,2,0,29,1,8,5,0,1,6,4
460465,2,0,36,0,6,0,0,3,6,4
460335,1,0,63,1,7,0,0,2,6,2
466067,2,1,69,1,5,0,1,5,3,3
463962,1,,35,1,5,12,0,2,6,2
459807,2,1,81,1,3,1,0,1,6,1
463364,1,1,71,0,3,1,2,2,6,2
463599,1,0,31,0,1,10,0,2,3,3
462686,2,1,41,1,4,9,1,4,,1
462949,2,1,35,0,8,1,1,3,6,2
460275,1,0,52,1,5,6,0,1,6,1
461184,2,0,19,0,1,,0,4,3,4
460728,1,,39,1,5,0,0,1,7,2
462416,2,1,45,0,5,0,0,2,4,2
460846,1,0,19,0,9,1,0,4,6,4
459542,2,0,23,0,1,2,0,5,6,4
459080,2,1,77,0,3,0,0,2,6,4
463106,1,1,84,1,3,0,0,1,6,2
464728,2,1,47,0,4,1,2,4,4,4
466474,2,0,29,1,4,6,0,3,6,1
461711,1,0,35,1,5,8,0,3,2,1
460347,2,1,40,1,5,14,0,2,6,3
467689,2,0,35,0,1,1,0,1,6,4
460260,2,0,20,0,1,0,0,3,2,4
466344,2,0,43,1,4,0,0,2,2,1
466437,2,1,56,0,6,0,0,1,6,4
460423,1,1,53,1,5,3,0,1,7,1
459590,2,1,22,0,6,1,2,3,6,4
464668,2,1,32,0,1,1,2,4,4,4
463049,2,1,51,0,6,2,2,5,6,1
460458,1,0,41,0,9,1,0,,3,4
462407,2,1,37,0,7,2,1,4,6,1
459450,2,1,55,1,5,4,1,4,6,1
463255,2,0,42,1,4,3,0,2,6,1
462574,2,0,20,0,1,1,0,5,4,4
465761,1,0,42,1,5,12,0,2,4,1
467728,1,1,38,0,2,1,2,5,6,2
465841,1,0,52,1,2,3,0,1,6,1
460117,1,1,48,1,9,9,0,1,6,4
466619,2,1,37,1,4,5,1,2,6,3
461722,2,0,27,0,7,1,0,3,6,2
460898,2,1,48,0,5,3,1,4,6,2
463627,1,0,25,1,9,5,0,2,4,4
460403,1,0,56,1,7,3,0,1,6,1
459818,1,1,68,0,3,1,0,1,6,4
463732,2,0,21,0,1,0,0,4,6,4
462499,1,,72,0,3,8,1,2,6,4
467112,2,0,43,1,5,1,0,2,2,2
459902,2,1,52,1,3,8,2,2,6,3
463233,2,1,50,0,6,0,1,5,6,2
467721,2,0,41,1,4,0,0,1,4,4
465915,2,1,40,1,4,8,1,2,6,2
464506,2,0,32,1,1,8,0,2,4,4
460624,2,1,57,1,8,5,2,2,6,1
462020,1,0,25,1,5,13,0,2,6,3
464320,2,1,74,0,3,0,2,2,6,1
467687,2,0,38,1,4,,0,4,6,4
461561,1,1,46,1,5,0,1,2,6,3
465953,1,0,50,1,5,1,0,1,6,4
463309,2,1,50,1,5,0,1,2,3,2
459134,1,1,69,1,3,0,2,2,6,3
464195,2,0,29,1,5,0,0,1,6,1
467696,2,1,84,1,3,,2,3,6,2
459586,2,1,73,0,6,1,0,,6,3
466504,2,1,38,0,6,9,2,5,6,2
466792,1,1,82,0,3,0,0,1,6,1
